SMILES,RDKit_valid,MolWeight,QED
Br.Cc1cc(Cl)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,True,421.8100000000002,0.6731889761736376
c1ccc([C@H]2C[C@@H]2CN2CCN(c3ccccc3)CC2)cc1,True,292.42600000000004,0.8491243138317747
Br.Clc1ccccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,True,407.78300000000024,0.715044713350539
Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1Cl,True,442.2280000000002,0.6176672670800262
Br.Cc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,True,405.3550000000002,0.7316000547456655
Br.COc1c(Cl)cc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1Cl,True,472.25400000000025,0.5715695096169434
Br.c1ccc([C@H]2C[C@@H]2CN2CCN(c3ccncc3)CC2)cc1,True,374.326,0.8156046329028273
Br.COc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccc(Cl)cc3Cl)CC2)cc1,True,472.25400000000025,0.5715695096169433
Br.Cc1ccc(N2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c(C)c1,True,401.3920000000001,0.7258387198684144
Br.Cc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(C)c1,True,401.3920000000001,0.7258387198684144
Br.COc1ccc(Cl)cc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,True,437.80900000000025,0.6646795918068193
Br.COc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,True,403.36400000000015,0.7444923854610349
Br.Clc1cc(Cl)cc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1,True,442.22800000000024,0.617667267080026
Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3cccc(Cl)c3)CC2)cc1,True,425.77300000000014,0.6812523466411294
Br.Br.COc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,True,502.2660000000003,0.5781203889364668
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,True,371.2750000000001,0.835602403925724
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,True,327.8150000000001,0.7369928778519519
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,True,326.83100000000013,0.8001222420891722
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,True,440.4470000000002,0.5707665357932288
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,True,280.371,0.9147423908473773
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,True,474.8920000000002,0.5245567433892461
CN1CCN(C2=Nc3ccccc3Sc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,True,457.4990000000002,0.5063127077162594
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,True,294.398,0.8440185607544991
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(C)(=O)=O)cc32)CC1,True,387.4610000000002,0.7374603391028763
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,True,308.42500000000007,0.857694252788715
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,True,441.43100000000015,0.5259746535438896
CN1CCN2c3ccccc3Cc3ccccc3C2C1,True,264.372,0.7212588245608211
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,True,575.6870000000001,0.2786932991732299
Cc1ccccc1N1CCN(C(=O)COc2ccc3[nH]cc(CCN)c3c2)CC1,True,392.5030000000002,0.6764309216608249
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1,True,503.0050000000001,0.23417922309615727
NCCc1c[nH]c2ccc(OCC(=O)N3CCN(c4cccc5ccccc45)CC3)cc12,True,428.5360000000001,0.4925775943384032
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3nc4cc(F)ccc4s3)c2)cc1,True,492.5790000000001,0.24616346286911686
Oc1ccc2c(c1)CCN2,True,135.166,0.5262931495766747
OC[C@H]1O[C@H](Oc2ccc(CC3NCCc4cc(O)c(O)cc43)cc2)[C@H](O)[C@H](O)[C@H]1O,True,433.45700000000005,0.3153843027941273
Fc1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1,True,383.5150000000002,0.8220187538948271
COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1,True,395.5510000000001,0.7720322656074717
CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,True,295.386,0.8516142746662418
CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1,True,328.8430000000001,0.8265857557007965
CN(C)CC1CC2c3cccnc3Cc3ccccc3N2O1,True,295.386,0.8516142746662418
Cl.Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n(C)c1=O,True,581.4950000000001,0.3351870849735034
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,True,469.6690000000001,0.30994100504194527
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O.O=C(O)/C=C/C(=O)O,True,587.6770000000004,0.28497882628319227
